title,price_idr,rating,colors,sizes,gender,timestamp
Hoodie 789,2153280.0,5.0,3,XL,unisex,2026-02-18 13:40:13.644140
Pants 790,1708320.0,5.0,3,XXL,men,2026-02-18 13:40:13.644468
Jacket 792,4068960.0,5.0,3,M,unisex,2026-02-18 13:40:13.645105
Crewneck 793,8650080.0,5.0,3,L,men,2026-02-18 13:40:13.645432
T-shirt 794,5983040.0,5.0,3,XL,women,2026-02-18 13:40:13.645776
Hoodie 795,4209600.0,5.0,3,XXL,unisex,2026-02-18 13:40:13.646091
Outerwear 797,2771360.0,5.0,3,M,women,2026-02-18 13:40:13.647159
Jacket 798,4391040.0,5.0,3,L,unisex,2026-02-18 13:40:13.647506
Crewneck 799,4048800.0,5.0,3,XL,men,2026-02-18 13:40:13.647902
T-shirt 800,7433280.0,5.0,3,XXL,women,2026-02-18 13:40:13.648295
Pants 802,5710240.0,5.0,3,M,men,2026-02-18 13:40:14.785067
Outerwear 803,1875360.0,5.0,3,L,women,2026-02-18 13:40:14.785736
Jacket 804,4459040.0,5.0,3,XL,unisex,2026-02-18 13:40:14.786254
Crewneck 805,3266720.0,5.0,3,XXL,men,2026-02-18 13:40:14.786612
T-shirt 806,7310560.0,5.0,3,S,women,2026-02-18 13:40:14.786960
Hoodie 807,5016000.0,5.0,3,M,unisex,2026-02-18 13:40:14.787284
Pants 808,8717760.0,5.0,3,L,men,2026-02-18 13:40:14.787619
Outerwear 809,7162560.0,5.0,3,XL,women,2026-02-18 13:40:14.787942
Jacket 810,3796640.0,5.0,3,XXL,unisex,2026-02-18 13:40:14.788258
T-shirt 812,6406080.0,5.0,3,M,women,2026-02-18 13:40:14.788901
Hoodie 813,4872800.0,5.0,3,L,unisex,2026-02-18 13:40:14.789221
Pants 814,1110080.0,5.0,3,XL,men,2026-02-18 13:40:14.789549
Outerwear 815,5985440.0,5.0,3,XXL,women,2026-02-18 13:40:14.789864
Jacket 816,1649120.0,5.0,3,S,unisex,2026-02-18 13:40:14.790182
Crewneck 817,8744160.0,5.0,3,M,men,2026-02-18 13:40:14.790505
T-shirt 818,5160320.0,5.0,3,L,women,2026-02-18 13:40:14.790825
Hoodie 819,4742400.0,5.0,3,XL,unisex,2026-02-18 13:40:14.791140
Pants 820,6030720.0,5.0,3,XXL,men,2026-02-18 13:40:14.791461
Jacket 822,838240.0,5.0,3,M,unisex,2026-02-18 13:40:15.973271
Crewneck 823,6103520.0,5.0,3,L,men,2026-02-18 13:40:15.973622
T-shirt 824,3301440.0,5.0,3,XL,women,2026-02-18 13:40:15.973957
Hoodie 825,1058400.0,5.0,3,XXL,unisex,2026-02-18 13:40:15.974287
Outerwear 827,7091040.0,5.0,3,M,women,2026-02-18 13:40:15.974980
Jacket 828,2324000.0,5.0,3,L,unisex,2026-02-18 13:40:15.975299
Crewneck 829,4630400.0,5.0,3,XL,men,2026-02-18 13:40:15.975703
T-shirt 830,4496480.0,5.0,3,XXL,women,2026-02-18 13:40:15.976409
Pants 832,3955360.0,5.0,3,M,men,2026-02-18 13:40:15.977521
Outerwear 833,7101280.0,5.0,3,L,women,2026-02-18 13:40:15.978024
Jacket 834,7223680.0,5.0,3,XL,unisex,2026-02-18 13:40:15.978463
Crewneck 835,7143360.0,5.0,3,XXL,men,2026-02-18 13:40:15.978784
T-shirt 836,6065440.0,5.0,3,S,women,2026-02-18 13:40:15.979111
Hoodie 837,5532640.0,5.0,3,M,unisex,2026-02-18 13:40:15.979481
Pants 838,2848800.0,5.0,3,L,men,2026-02-18 13:40:15.979812
Outerwear 839,4208320.0,5.0,3,XL,women,2026-02-18 13:40:15.980130
Jacket 840,8164640.0,5.0,3,XXL,unisex,2026-02-18 13:40:15.980459
T-shirt 842,2859040.0,5.0,3,M,women,2026-02-18 13:40:17.265188
Hoodie 843,2997120.0,5.0,3,L,unisex,2026-02-18 13:40:17.266083
Pants 844,7422880.0,5.0,3,XL,men,2026-02-18 13:40:17.266877
Outerwear 845,2023200.0,5.0,3,XXL,women,2026-02-18 13:40:17.267221
Jacket 846,7480480.0,5.0,3,S,unisex,2026-02-18 13:40:17.267590
Crewneck 847,4789920.0,5.0,3,M,men,2026-02-18 13:40:17.268031
T-shirt 848,6134240.0,5.0,3,L,women,2026-02-18 13:40:17.268354
Hoodie 849,7816160.0,5.0,3,XL,unisex,2026-02-18 13:40:17.268738
Pants 850,4144160.0,5.0,3,XXL,men,2026-02-18 13:40:17.269063
Jacket 852,2777280.0,5.0,3,M,unisex,2026-02-18 13:40:17.270799
Crewneck 853,2643840.0,5.0,3,L,men,2026-02-18 13:40:17.271995
T-shirt 854,1600000.0,5.0,3,XL,women,2026-02-18 13:40:17.273025
Hoodie 855,3249760.0,5.0,3,XXL,unisex,2026-02-18 13:40:17.274070
Outerwear 857,4532800.0,5.0,3,M,women,2026-02-18 13:40:17.276049
Jacket 858,3748640.0,5.0,3,L,unisex,2026-02-18 13:40:17.276908
Crewneck 859,6418560.0,5.0,3,XL,men,2026-02-18 13:40:17.277498
T-shirt 860,2419360.0,5.0,3,XXL,women,2026-02-18 13:40:17.278255
Pants 862,4131360.0,5.0,3,M,men,2026-02-18 13:40:18.687840
Outerwear 863,1071360.0,5.0,3,L,women,2026-02-18 13:40:18.688166
Jacket 864,2168000.0,5.0,3,XL,unisex,2026-02-18 13:40:18.688489
Crewneck 865,6805120.0,5.0,3,XXL,men,2026-02-18 13:40:18.688823
T-shirt 866,2399040.0,5.0,3,S,women,2026-02-18 13:40:18.689138
Hoodie 867,1303840.0,5.0,3,M,unisex,2026-02-18 13:40:18.689453
Pants 868,7473760.0,5.0,3,L,men,2026-02-18 13:40:18.689778
Outerwear 869,6040320.0,5.0,3,XL,women,2026-02-18 13:40:18.690101
Jacket 870,6395040.0,5.0,3,XXL,unisex,2026-02-18 13:40:18.690418
T-shirt 872,1343680.0,5.0,3,M,women,2026-02-18 13:40:18.691057
Hoodie 873,8321600.0,5.0,3,L,unisex,2026-02-18 13:40:18.691370
Pants 874,2755200.0,5.0,3,XL,men,2026-02-18 13:40:18.691688
Outerwear 875,2506720.0,5.0,3,XXL,women,2026-02-18 13:40:18.692215
Jacket 876,3225760.0,5.0,3,S,unisex,2026-02-18 13:40:18.692544
Crewneck 877,4552640.0,5.0,3,M,men,2026-02-18 13:40:18.692863
T-shirt 878,4809760.0,5.0,3,L,women,2026-02-18 13:40:18.693187
Hoodie 879,1026880.0,5.0,3,XL,unisex,2026-02-18 13:40:18.693505
Pants 880,6497760.0,5.0,3,XXL,men,2026-02-18 13:40:18.693828
Jacket 882,6420960.0,5.0,3,M,unisex,2026-02-18 13:40:19.967381
Crewneck 883,5901120.0,5.0,3,L,men,2026-02-18 13:40:19.968090
T-shirt 884,7414720.0,5.0,3,XL,women,2026-02-18 13:40:19.968521
Hoodie 885,4760640.0,5.0,3,XXL,unisex,2026-02-18 13:40:19.969026
Outerwear 887,7806400.0,5.0,3,M,women,2026-02-18 13:40:19.969778
Jacket 888,7869280.0,5.0,3,L,unisex,2026-02-18 13:40:19.970186
Crewneck 889,6333920.0,5.0,3,XL,men,2026-02-18 13:40:19.970650
T-shirt 890,6439040.0,5.0,3,XXL,women,2026-02-18 13:40:19.970999
Pants 892,8515360.0,5.0,3,M,men,2026-02-18 13:40:19.971729
Outerwear 893,2673600.0,5.0,3,L,women,2026-02-18 13:40:19.972064
Jacket 894,2946560.0,5.0,3,XL,unisex,2026-02-18 13:40:19.972382
Crewneck 895,1126720.0,5.0,3,XXL,men,2026-02-18 13:40:19.972771
T-shirt 896,7873760.0,5.0,3,S,women,2026-02-18 13:40:19.973265
Hoodie 897,6077920.0,5.0,3,M,unisex,2026-02-18 13:40:19.973616
Pants 898,8408640.0,5.0,3,L,men,2026-02-18 13:40:19.973947
Outerwear 899,6192960.0,5.0,3,XL,women,2026-02-18 13:40:19.974298
Jacket 900,7214240.0,5.0,3,XXL,unisex,2026-02-18 13:40:19.974703
T-shirt 902,3164000.0,5.0,3,M,women,2026-02-18 13:40:21.194462
Hoodie 903,2617920.0,5.0,3,L,unisex,2026-02-18 13:40:21.194790
Pants 904,3356320.0,5.0,3,XL,men,2026-02-18 13:40:21.195117
Outerwear 905,5027840.0,5.0,3,XXL,women,2026-02-18 13:40:21.195444
Jacket 906,4301760.0,5.0,3,S,unisex,2026-02-18 13:40:21.195765
Crewneck 907,8732640.0,5.0,3,M,men,2026-02-18 13:40:21.196082
T-shirt 908,7954880.0,5.0,3,L,women,2026-02-18 13:40:21.196401
Hoodie 909,8383840.0,5.0,3,XL,unisex,2026-02-18 13:40:21.196726
Pants 910,2395200.0,5.0,3,XXL,men,2026-02-18 13:40:21.197041
Jacket 912,7853280.0,5.0,3,M,unisex,2026-02-18 13:40:21.197710
Crewneck 913,3222240.0,5.0,3,L,men,2026-02-18 13:40:21.198402
T-shirt 914,5799200.0,5.0,3,XL,women,2026-02-18 13:40:21.198837
Hoodie 915,2649120.0,5.0,3,XXL,unisex,2026-02-18 13:40:21.199160
Outerwear 917,6061600.0,5.0,3,M,women,2026-02-18 13:40:21.200409
Jacket 918,5380800.0,5.0,3,L,unisex,2026-02-18 13:40:21.201120
Crewneck 919,8364000.0,5.0,3,XL,men,2026-02-18 13:40:21.201832
T-shirt 920,3706080.0,5.0,3,XXL,women,2026-02-18 13:40:21.202374
Pants 922,1210880.0,5.0,3,M,men,2026-02-18 13:40:22.500023
Outerwear 923,2435840.0,5.0,3,L,women,2026-02-18 13:40:22.500376
Jacket 924,3764320.0,5.0,3,XL,unisex,2026-02-18 13:40:22.500705
Crewneck 925,7900800.0,5.0,3,XXL,men,2026-02-18 13:40:22.501026
T-shirt 926,1911040.0,5.0,3,S,women,2026-02-18 13:40:22.501347
Hoodie 927,7706400.0,5.0,3,M,unisex,2026-02-18 13:40:22.501667
Pants 928,3911680.0,5.0,3,L,men,2026-02-18 13:40:22.501985
Outerwear 929,1253440.0,5.0,3,XL,women,2026-02-18 13:40:22.502311
Jacket 930,1741120.0,5.0,3,XXL,unisex,2026-02-18 13:40:22.502631
T-shirt 932,5937600.0,5.0,3,M,women,2026-02-18 13:40:22.503268
Hoodie 933,4960800.0,5.0,3,L,unisex,2026-02-18 13:40:22.503585
Pants 934,2248160.0,5.0,3,XL,men,2026-02-18 13:40:22.503897
Outerwear 935,6048000.0,5.0,3,XXL,women,2026-02-18 13:40:22.504215
Jacket 936,6165440.0,5.0,3,S,unisex,2026-02-18 13:40:22.504533
Crewneck 937,2475360.0,5.0,3,M,men,2026-02-18 13:40:22.504855
T-shirt 938,4058400.0,5.0,3,L,women,2026-02-18 13:40:22.505181
Hoodie 939,4466080.0,5.0,3,XL,unisex,2026-02-18 13:40:22.505496
Pants 940,5776000.0,5.0,3,XXL,men,2026-02-18 13:40:22.505819
Jacket 942,7972960.0,5.0,3,M,unisex,2026-02-18 13:40:23.711358
Crewneck 943,4571040.0,5.0,3,L,men,2026-02-18 13:40:23.711687
T-shirt 944,1578240.0,5.0,3,XL,women,2026-02-18 13:40:23.712016
Hoodie 945,2107680.0,5.0,3,XXL,unisex,2026-02-18 13:40:23.712334
Outerwear 947,7079680.0,5.0,3,M,women,2026-02-18 13:40:23.713019
Jacket 948,4600480.0,5.0,3,L,unisex,2026-02-18 13:40:23.713337
Crewneck 949,1844320.0,5.0,3,XL,men,2026-02-18 13:40:23.713666
T-shirt 950,7691680.0,5.0,3,XXL,women,2026-02-18 13:40:23.713986
Pants 952,7155040.0,5.0,3,M,men,2026-02-18 13:40:23.714623
Outerwear 953,8423200.0,5.0,3,L,women,2026-02-18 13:40:23.714943
Jacket 954,3878720.0,5.0,3,XL,unisex,2026-02-18 13:40:23.715261
Crewneck 955,7006560.0,5.0,3,XXL,men,2026-02-18 13:40:23.715586
T-shirt 956,4457600.0,5.0,3,S,women,2026-02-18 13:40:23.715907
Hoodie 957,4024320.0,5.0,3,M,unisex,2026-02-18 13:40:23.716742
Pants 958,3946240.0,5.0,3,L,men,2026-02-18 13:40:23.717746
Outerwear 959,6828480.0,5.0,3,XL,women,2026-02-18 13:40:23.718435
Jacket 960,5840160.0,5.0,3,XXL,unisex,2026-02-18 13:40:23.718797
T-shirt 962,2887840.0,5.0,3,M,women,2026-02-18 13:40:25.006591
Hoodie 963,7916160.0,5.0,3,L,unisex,2026-02-18 13:40:25.006941
Pants 964,3885280.0,5.0,3,XL,men,2026-02-18 13:40:25.007406
Outerwear 965,3107200.0,5.0,3,XXL,women,2026-02-18 13:40:25.007790
Jacket 966,8499520.0,5.0,3,S,unisex,2026-02-18 13:40:25.008118
Crewneck 967,1744000.0,5.0,3,M,men,2026-02-18 13:40:25.008559
T-shirt 968,4045120.0,5.0,3,L,women,2026-02-18 13:40:25.009068
Hoodie 969,4231840.0,5.0,3,XL,unisex,2026-02-18 13:40:25.009432
Pants 970,952960.0,5.0,3,XXL,men,2026-02-18 13:40:25.009802
Jacket 972,7272000.0,5.0,3,M,unisex,2026-02-18 13:40:25.010454
Crewneck 973,7134400.0,5.0,3,L,men,2026-02-18 13:40:25.010769
T-shirt 974,4769280.0,5.0,3,XL,women,2026-02-18 13:40:25.011083
Hoodie 975,4816000.0,5.0,3,XXL,unisex,2026-02-18 13:40:25.011411
Outerwear 977,3356000.0,5.0,3,M,women,2026-02-18 13:40:25.012092
Jacket 978,3918240.0,5.0,3,L,unisex,2026-02-18 13:40:25.012422
Crewneck 979,4848480.0,5.0,3,XL,men,2026-02-18 13:40:25.012740
T-shirt 980,6544000.0,5.0,3,XXL,women,2026-02-18 13:40:25.013059
Pants 982,7281760.0,5.0,3,M,men,2026-02-18 13:40:26.391106
Outerwear 983,5762560.0,5.0,3,L,women,2026-02-18 13:40:26.391490
Jacket 984,7349440.0,5.0,3,XL,unisex,2026-02-18 13:40:26.391867
Crewneck 985,6236000.0,5.0,3,XXL,men,2026-02-18 13:40:26.392197
T-shirt 986,6713760.0,5.0,3,S,women,2026-02-18 13:40:26.392565
Hoodie 987,4008000.0,5.0,3,M,unisex,2026-02-18 13:40:26.392998
Pants 988,2054240.0,5.0,3,L,men,2026-02-18 13:40:26.393530
Outerwear 989,6869440.0,5.0,3,XL,women,2026-02-18 13:40:26.394180
Jacket 990,3327360.0,5.0,3,XXL,unisex,2026-02-18 13:40:26.394715
T-shirt 992,4840480.0,5.0,3,M,women,2026-02-18 13:40:26.395575
Hoodie 993,6361920.0,5.0,3,L,unisex,2026-02-18 13:40:26.396110
Pants 994,1693760.0,5.0,3,XL,men,2026-02-18 13:40:26.396471
Outerwear 995,8046720.0,5.0,3,XXL,women,2026-02-18 13:40:26.397271
Jacket 996,6942400.0,5.0,3,S,unisex,2026-02-18 13:40:26.398838
Crewneck 997,5321280.0,5.0,3,M,men,2026-02-18 13:40:26.404527
T-shirt 998,908000.0,5.0,3,L,women,2026-02-18 13:40:26.405607
Hoodie 999,8534240.0,5.0,3,XL,unisex,2026-02-18 13:40:26.406198
Pants 1000,2938240.0,5.0,3,XXL,men,2026-02-18 13:40:26.406885
